MIC,OPERATING MIC,OPRT/SGMT,ISO COUNTRY CODE (ISO 3166),STATUS
XBKK,XBKK,OPRT,TH,ACTIVE
XBLB,XBLB,OPRT,BA,ACTIVE
XBLK,XPAR,SGMT,FR,ACTIVE
XBLN,XBLN,OPRT,FR,ACTIVE
XBMF,XBMF,OPRT,BR,EXPIRED
XBMK,XBMK,OPRT,US,EXPIRED
XBND,XBUD,SGMT,HU,ACTIVE
XBNV,XBNV,OPRT,CR,ACTIVE
XBOG,XBOG,OPRT,CO,ACTIVE
XBOL,XBOL,OPRT,BO,ACTIVE
XBOM,XBOM,OPRT,IN,ACTIVE
XBOS,XNAS,SGMT,US,ACTIVE
XBOT,XBOT,OPRT,BW,ACTIVE
XBOX,XBOX,OPRT,US,ACTIVE
XBRA,XBRA,OPRT,SK,ACTIVE
XBRD,XBRU,SGMT,BE,ACTIVE
XBRE,XBRE,OPRT,DE,EXPIRED
XBRM,XBRM,OPRT,RO,ACTIVE
XBRN,XBRN,OPRT,CH,ACTIVE
XBRT,XNAS,SGMT,US,ACTIVE
XBRU,XBRU,OPRT,BE,ACTIVE
XBRV,XBRV,OPRT,CI,ACTIVE
XBRY,XBRY,OPRT,PL,ACTIVE
XBSD,XBSE,SGMT,RO,ACTIVE
XBSE,XBSE,OPRT,RO,ACTIVE
XBSP,XBSP,OPRT,BR,EXPIRED
XBTF,XBTF,OPRT,US,EXPIRED
XBTR,XSWX,SGMT,CH,EXPIRED
XBUD,XBUD,OPRT,HU,ACTIVE
XBUE,XBUE,OPRT,AR,ACTIVE
XBUL,XBUL,OPRT,BG,ACTIVE
XBVC,XBVC,OPRT,CV,ACTIVE
XBVM,XBVM,OPRT,MZ,ACTIVE
XBVP,XBVP,OPRT,BR,EXPIRED
XBVR,XBVR,OPRT,DO,ACTIVE
XBXO,XNAS,SGMT,US,ACTIVE
XCAI,XCAI,OPRT,EG,ACTIVE
XCAL,XCAL,OPRT,IN,ACTIVE
XCAN,XBSE,SGMT,RO,ACTIVE
XCAR,BVCA,SGMT,VE,EXPIRED
XCAS,XCAS,OPRT,MA,ACTIVE
XCAY,XCAY,OPRT,KY,ACTIVE
XCBD,XCBO,SGMT,US,ACTIVE
XCBF,XCBO,SGMT,US,ACTIVE
XCBO,XCBO,OPRT,US,ACTIVE
XCBT,XCBT,OPRT,US,ACTIVE
XCCE,XCCE,OPRT,JP,EXPIRED
XCCX,XCCX,OPRT,US,EXPIRED
XCDE,XCDE,OPRT,IE,ACTIVE
XCEC,XNYM,SGMT,US,ACTIVE
XCEF,XCEF,OPRT,DE,ACTIVE
XCEG,XWBO,SGMT,AT,EXPIRED
XCET,XCET,OPRT,UZ,ACTIVE
XCFE,XCFE,OPRT,CN,ACTIVE
XCFF,XCFF,OPRT,US,ACTIVE
XCGS,XCGS,OPRT,HK,ACTIVE
XCHG,XCHG,OPRT,BD,ACTIVE
XCHI,XNYS,SGMT,US,ACTIVE
XCIE,XCIE,OPRT,GG,ACTIVE
XCIS,XNYS,SGMT,US,ACTIVE
XCME,XCME,OPRT,US,ACTIVE
XCNF,XCNF,OPRT,AR,ACTIVE
XCNQ,XCNQ,OPRT,CA,ACTIVE
XCOL,XCOL,OPRT,LK,ACTIVE
XCOR,XCOR,OPRT,GB,ACTIVE
XCRC,XCRC,OPRT,US,EXPIRED
XCRO,XCRO,OPRT,HR,ACTIVE
XCSC,XCSC,OPRT,US,EXPIRED
XCSE,XCSE,OPRT,DK,ACTIVE
XCSX,XCSX,OPRT,KH,ACTIVE
XCTS,XSTU,SGMT,DE,ACTIVE
XCUE,XCUE,OPRT,UZ,ACTIVE
XCUR,XCUR,OPRT,US,ACTIVE
XCVD,XCVD,OPRT,DO,ACTIVE
XCX2,CHIC,SGMT,CA,ACTIVE
XCXD,XCXD,OPRT,CA,ACTIVE
XCYO,XCYS,SGMT,CY,ACTIVE
XCYS,XCYS,OPRT,CY,ACTIVE
XDAR,XDAR,OPRT,TZ,ACTIVE
XDBC,XFRA,SGMT,DE,EXPIRED
XDBV,XFRA,SGMT,DE,EXPIRED
XDBX,XFRA,SGMT,DE,EXPIRED
XDCE,XDCE,OPRT,CN,ACTIVE
XDES,XDES,OPRT,IN,ACTIVE
XDEX,XSTU,SGMT,DE,ACTIVE
XDFB,XDFB,OPRT,UA,ACTIVE
XDFM,XDFM,OPRT,AE,ACTIVE
XDHA,XDHA,OPRT,BD,ACTIVE
XDLP,XSWX,SGMT,CH,ACTIVE
XDMI,XMIL,SGMT,IT,ACTIVE
XDNB,XDNB,OPRT,NO,ACTIVE
XDPA,XDPA,OPRT,ES,ACTIVE
XDRF,BMEX,SGMT,ES,ACTIVE
XDRK,XTSE,SGMT,CA,ACTIVE
XDSE,XDSE,OPRT,SY,ACTIVE
XDSM,XIST,SGMT,TR,ACTIVE
XDSX,XDSX,OPRT,CM,ACTIVE
XDTB,XDTB,OPRT,DE,EXPIRED
XDUB,XDUB,OPRT,IE,ACTIVE
XDUS,XDUS,OPRT,DE,ACTIVE
XDWZ,XDWZ,OPRT,DE,EXPIRED
XEAS,XEQT,SGMT,BE,EXPIRED
XEBI,XEBI,OPRT,IE,ACTIVE
XEBS,XEBS,OPRT,GB,ACTIVE
XECB,XECB,OPRT,DE,ACTIVE
XECC,XECC,OPRT,DE,ACTIVE
XECM,XCYS,SGMT,CY,ACTIVE
XECO,XAMS,SGMT,NL,ACTIVE
XECS,XECS,OPRT,KN,ACTIVE
XEDA,EXTR,SGMT,TR,ACTIVE
XEDX,XEDX,OPRT,GB,EXPIRED
XEEE,XEEE,OPRT,DE,ACTIVE
XEEO,XEEE,SGMT,DE,EXPIRED
XEER,XEEE,SGMT,DE,ACTIVE
XEHQ,XEUP,SGMT,DE,ACTIVE
XEID,EXTR,SGMT,TR,ACTIVE
XELX,XELX,OPRT,US,ACTIVE
XEMA,XETR,SGMT,DE,ACTIVE
XEMB,XETR,SGMT,DE,ACTIVE
XEMD,XEMD,OPRT,MX,ACTIVE
XEMI,XETR,SGMT,DE,ACTIVE
XEMS,XEMS,OPRT,NL,ACTIVE
XEQT,XBER,SGMT,DE,ACTIVE
XEQU,XBER,SGMT,DE,ACTIVE
XEQY,XIST,SGMT,TR,ACTIVE
XERE,XEUP,SGMT,DE,ACTIVE
XERT,XEUP,SGMT,DE,ACTIVE
XESM,XDUB,SGMT,IE,ACTIVE
XETA,XETR,SGMT,DE,ACTIVE
XETB,XETR,SGMT,DE,ACTIVE
XETC,XETI,SGMT,DE,EXPIRED
XETD,XETI,SGMT,DE,EXPIRED
XETE,XETR,SGMT,DE,ACTIVE
XETF,XPAR,SGMT,FR,ACTIVE
XETI,XETI,OPRT,DE,EXPIRED
XETR,XETR,OPRT,DE,ACTIVE
XETS,XETR,SGMT,DE,ACTIVE
XETU,XETR,SGMT,DE,ACTIVE
XETV,XETR,SGMT,DE,ACTIVE
XETW,XETR,SGMT,DE,ACTIVE
XETX,XETR,SGMT,DE,ACTIVE
XEUB,XETR,SGMT,DE,EXPIRED
XEUC,XAMS,SGMT,NL,ACTIVE
XEUE,XAMS,SGMT,NL,ACTIVE
XEUI,XAMS,SGMT,NL,ACTIVE
XEUM,XEUP,SGMT,DE,ACTIVE
XEUP,XEUP,OPRT,DE,ACTIVE
XEUR,XEUR,OPRT,DE,ACTIVE
XEUS,XEUS,OPRT,US,EXPIRED
XEYE,XDUB,SGMT,IE,ACTIVE
XFCI,FICO,SGMT,US,ACTIVE
XFCM,XFCM,OPRT,ES,EXPIRED
XFCX,XFCX,OPRT,AU,ACTIVE
XFDA,FICO,SGMT,US,ACTIVE
XFEX,XFEX,OPRT,AU,ACTIVE
XFFE,XFFE,OPRT,JP,EXPIRED
XFKA,XFKA,OPRT,JP,ACTIVE
XFMN,XFMN,OPRT,FR,EXPIRED
XFND,XCSE,SGMT,DK,EXPIRED
XFNO,XIST,SGMT,TR,ACTIVE
XFNX,XFNX,OPRT,IE,EXPIRED
XFOM,XFOM,OPRT,FI,EXPIRED
XFRA,XFRA,OPRT,DE,ACTIVE
XFTA,XFTA,OPRT,NL,EXPIRED
XFTX,XFTX,OPRT,AG,ACTIVE
XGAI,XGAI,OPRT,AE,ACTIVE
XGAS,XGAS,OPRT,HU,ACTIVE
XGAT,TGAT,SGMT,DE,ACTIVE
XGCL,XGCL,OPRT,GB,ACTIVE
XGCX,GMEG,SGMT,GB,ACTIVE
XGDX,GMEG,SGMT,GB,ACTIVE
XGEM,XHKG,SGMT,HK,ACTIVE
XGFI,GFIC,SGMT,GB,EXPIRED
XGGI,XGGI,OPRT,AE,ACTIVE
XGHA,XGHA,OPRT,GH,ACTIVE
XGLO,XWAR,SGMT,PL,ACTIVE
XGME,XGME,OPRT,IT,ACTIVE
XGMX,XGMX,OPRT,US,ACTIVE
XGPS,XDUB,SGMT,IE,ACTIVE
XGRM,TGAT,SGMT,DE,ACTIVE
XGRW,XBSE,SGMT,RO,ACTIVE
XGSE,XGSE,OPRT,GE,ACTIVE
XGSX,GMEG,SGMT,GB,ACTIVE
XGTG,XGTG,OPRT,GT,ACTIVE
XGUA,XGUA,OPRT,EC,ACTIVE
XHAM,XHAM,OPRT,DE,ACTIVE
XHAN,XHAN,OPRT,DE,ACTIVE
XHCE,XHCE,OPRT,DE,EXPIRED
XHEL,XHEL,OPRT,FI,ACTIVE
XHER,XHER,OPRT,JP,EXPIRED
XHFT,XAMS,SGMT,NL,EXPIRED
XHIR,XHIR,OPRT,JP,EXPIRED
XHKF,XHKF,OPRT,HK,ACTIVE
XHKG,XHKG,OPRT,HK,ACTIVE
XHNF,HSTC,SGMT,VN,ACTIVE
XHNX,HSTC,SGMT,VN,ACTIVE
XHON,XHON,OPRT,HN,EXPIRED
XIAB,XIAB,OPRT,TR,EXPIRED
XIBE,XIBE,OPRT,AZ,ACTIVE
XICB,XICB,OPRT,CH,EXPIRED
XICE,XICE,OPRT,IS,ACTIVE
XICX,XICX,OPRT,CA,ACTIVE
XIDX,XIDX,OPRT,ID,ACTIVE
XIEL,XIEL,OPRT,GB,ACTIVE
XIEX,XDUB,SGMT,IE,EXPIRED
XIGG,XIGG,OPRT,DE,ACTIVE
XIHK,XIHK,OPRT,HK,ACTIVE
XIJP,XIJP,OPRT,JP,EXPIRED
XIMA,XIMA,OPRT,NO,ACTIVE
XIMC,XIMC,OPRT,IN,ACTIVE
XIME,XIME,OPRT,TW,EXPIRED
XIMM,XCME,SGMT,US,ACTIVE
XIMX,XIMX,OPRT,US,ACTIVE
XINE,XSGE,SGMT,CN,ACTIVE
XINS,XINS,OPRT,US,ACTIVE
XINV,XINV,OPRT,DE,ACTIVE
XIOM,XCME,SGMT,US,ACTIVE
XIPE,XIPE,OPRT,GB,EXPIRED
XIPO,ASEX,SGMT,GR,ACTIVE
XIQS,XIQS,OPRT,IQ,ACTIVE
XISA,XISX,SGMT,US,ACTIVE
XISE,XISX,SGMT,US,ACTIVE
XISL,XISL,OPRT,PK,EXPIRED
XIST,XIST,OPRT,TR,ACTIVE
XISX,XISX,OPRT,US,ACTIVE
XJAM,XJAM,OPRT,JM,ACTIVE
XJAS,XJPX,SGMT,JP,EXPIRED
XJAX,XJAX,OPRT,JP,ACTIVE
XJKT,XJKT,OPRT,ID,EXPIRED
XJNB,XJNB,OPRT,ID,ACTIVE
XJPX,XJPX,OPRT,JP,ACTIVE
XJSE,XJSE,OPRT,ZA,ACTIVE
XJWY,XJWY,OPRT,GB,EXPIRED
XKAC,XKAC,OPRT,JP,ACTIVE
XKAR,XKAR,OPRT,PK,ACTIVE
XKAZ,XKAZ,OPRT,KZ,ACTIVE
XKBT,XCBT,SGMT,US,ACTIVE
XKCE,XKCE,OPRT,UZ,ACTIVE
XKCM,XKRX,SGMT,KR,ACTIVE
XKEM,XKRX,SGMT,KR,ACTIVE
XKFB,XKFB,OPRT,KR,ACTIVE
XKFE,XKRX,SGMT,KR,ACTIVE
XKGT,XKGT,OPRT,JP,EXPIRED
XKHA,XKHA,OPRT,SD,ACTIVE
XKHR,XKHR,OPRT,UA,ACTIVE
XKIE,XKIE,OPRT,UA,ACTIVE
XKIS,XKIS,OPRT,UA,ACTIVE
XKKT,XKKT,OPRT,JP,EXPIRED
XKLS,XKLS,OPRT,MY,ACTIVE
XKON,XKRX,SGMT,KR,ACTIVE
XKOR,XKOR,OPRT,KR,EXPIRED
XKOS,XKRX,SGMT,KR,ACTIVE
XKRX,XKRX,OPRT,KR,ACTIVE
XKSE,XKSE,OPRT,KG,ACTIVE
XKST,XKST,OPRT,JP,EXPIRED
XKUW,XKUW,OPRT,KW,ACTIVE
XKYO,XKYO,OPRT,JP,EXPIRED
XLAH,XLAH,OPRT,PK,EXPIRED
XLAO,XLAO,OPRT,LA,ACTIVE
XLAT,BMEX,SGMT,ES,ACTIVE
XLBM,XLBM,OPRT,GB,ACTIVE
XLCE,XLCE,OPRT,GB,EXPIRED
XLCH,XLCH,OPRT,GB,ACTIVE
XLDN,XLDN,OPRT,GB,EXPIRED
XLDX,GMEG,SGMT,GB,ACTIVE
XLFX,XLFX,OPRT,MY,ACTIVE
XLGT,XLGT,OPRT,LI,ACTIVE
XLIF,XLDN,SGMT,GB,EXPIRED
XLIM,XLIM,OPRT,PE,ACTIVE
XLIS,XLIS,OPRT,PT,ACTIVE
XLIT,XLIT,OPRT,LT,ACTIVE
XLJM,XLJU,SGMT,SI,ACTIVE
XLJS,XLJS,OPRT,SI,EXPIRED
XLJU,XLJU,OPRT,SI,ACTIVE
XLLB,XLLB,OPRT,LI,ACTIVE
XLME,XLME,OPRT,GB,ACTIVE
XLOD,XLON,SGMT,GB,EXPIRED
XLOF,XLOF,OPRT,MY,EXPIRED
XLOM,XLON,SGMT,GB,ACTIVE
XLON,XLON,OPRT,GB,ACTIVE
XLOX,XLON,SGMT,GB,ACTIVE
XLQC,XLQC,OPRT,AU,ACTIVE
XLSM,XLSM,OPRT,LY,ACTIVE
XLTO,XLTO,OPRT,GB,EXPIRED
XLUS,XLUS,OPRT,ZM,ACTIVE
XLUX,XLUX,OPRT,LU,ACTIVE
XMAB,XMAB,OPRT,AR,ACTIVE
XMAC,XMAC,OPRT,US,EXPIRED
XMAD,BMEX,SGMT,ES,ACTIVE
XMAE,XMAE,OPRT,MK,ACTIVE
XMAI,XBKK,SGMT,TH,ACTIVE
XMAL,XMAL,OPRT,MT,ACTIVE
XMAN,XMAN,OPRT,NI,ACTIVE
XMAP,XMAP,OPRT,MZ,EXPIRED
XMAT,XPAR,SGMT,FR,ACTIVE
XMAU,XMAU,OPRT,MU,ACTIVE
XMCE,BMEX,SGMT,ES,EXPIRED
XMDG,XMDG,OPRT,MG,ACTIVE
XMDS,XMDS,OPRT,IN,ACTIVE
XMEF,BMEX,SGMT,ES,EXPIRED
XMEM,XMEM,OPRT,US,ACTIVE
XMER,XMER,OPRT,US,ACTIVE
XMEV,XBUE,SGMT,AR,ACTIVE
XMEX,XMEX,OPRT,MX,ACTIVE
XMFE,XMGE,SGMT,US,ACTIVE
XMFX,BMEX,SGMT,ES,ACTIVE
XMGE,XMGE,OPRT,US,ACTIVE
XMIC,XMIC,OPRT,RU,EXPIRED
XMID,XMID,OPRT,US,EXPIRED
XMIF,XMIF,OPRT,IT,EXPIRED
XMIL,XMIL,OPRT,IT,ACTIVE
XMIO,MIHI,SGMT,US,ACTIVE
XMLI,XPAR,SGMT,FR,ACTIVE
XMLX,XMLX,OPRT,GB,EXPIRED
XMME,XCYS,SGMT,CY,ACTIVE
XMNT,XMNT,OPRT,UY,ACTIVE
XMNX,XMNX,OPRT,ME,ACTIVE
XMOC,XMOC,OPRT,CA,ACTIVE
XMOD,XMOD,OPRT,CA,ACTIVE
XMOL,XMOL,OPRT,MD,ACTIVE
XMON,XPAR,SGMT,FR,ACTIVE
XMOO,XMOO,OPRT,CA,EXPIRED
XMOS,XMOS,OPRT,RU,ACTIVE
XMOT,XMIL,SGMT,IT,ACTIVE
XMPW,BMEX,SGMT,ES,ACTIVE
XMRV,BMEX,SGMT,ES,ACTIVE
XMSM,XDUB,SGMT,IE,ACTIVE
XMSW,XMSW,OPRT,MW,ACTIVE
XMTB,XMTB,OPRT,AR,ACTIVE
XMTI,XBSE,SGMT,RO,ACTIVE
XMTS,XMTS,OPRT,GB,ACTIVE
XMUN,XMUN,OPRT,DE,ACTIVE
XMUS,XMUS,OPRT,OM,ACTIVE
XMVL,BCFS,SGMT,AR,ACTIVE
XMXT,XMXT,OPRT,US,ACTIVE
XNAF,XNAF,OPRT,ES,ACTIVE
XNAI,XNAI,OPRT,KE,ACTIVE
XNAM,XNAM,OPRT,NA,ACTIVE
XNAS,XNAS,OPRT,US,ACTIVE
XNCD,XNCD,OPRT,IN,ACTIVE
XNCM,XNAS,SGMT,US,ACTIVE
XNCO,XWAR,SGMT,PL,ACTIVE
XNDQ,XNAS,SGMT,US,ACTIVE
XNDU,XNDU,OPRT,UA,ACTIVE
XNDX,XNGM,SGMT,SE,EXPIRED
XNEC,XNEC,OPRT,AU,ACTIVE
XNEE,XNEE,OPRT,NZ,EXPIRED
XNEP,XNEP,OPRT,NP,ACTIVE
XNEW,XFRA,SGMT,DE,EXPIRED
XNFI,XNAS,SGMT,US,ACTIVE
XNGM,XNGM,OPRT,SE,ACTIVE
XNGO,XNGO,OPRT,JP,ACTIVE
XNGS,XNAS,SGMT,US,ACTIVE
XNII,XNII,OPRT,JP,EXPIRED
XNIM,XNAS,SGMT,US,ACTIVE
XNKS,XNKS,OPRT,JP,ACTIVE
XNLI,XNYS,SGMT,US,EXPIRED
XNLX,NURO,SGMT,GB,EXPIRED
XNMR,XNGM,SGMT,SE,EXPIRED
XNMS,XNAS,SGMT,US,ACTIVE
XNOM,XNOM,OPRT,LI,ACTIVE
XNOR,XNOR,OPRT,FI,ACTIVE
XNQL,XNQL,OPRT,US,EXPIRED
XNRG,XBSE,SGMT,RO,ACTIVE
XNSA,XNSA,OPRT,NG,ACTIVE
XNSE,XNSE,OPRT,IN,ACTIVE
XNST,XNST,OPRT,JP,EXPIRED
XNXC,XNXC,OPRT,NL,ACTIVE
XNXD,XNXC,SGMT,NL,ACTIVE
XNYB,XNYS,SGMT,US,ACTIVE
XNYC,XNYC,OPRT,US,EXPIRED
XNYE,XNYM,SGMT,US,ACTIVE
XNYF,XNYF,OPRT,US,EXPIRED
XNYL,XNYM,SGMT,US,ACTIVE
XNYM,XNYM,OPRT,US,ACTIVE
XNYS,XNYS,OPRT,US,ACTIVE
XNZE,XNZE,OPRT,NZ,ACTIVE
XOAA,XOSL,SGMT,NO,ACTIVE
XOAD,XOSL,SGMT,NO,ACTIVE
XOAM,XOSL,SGMT,NO,ACTIVE
XOAS,XOSL,SGMT,NO,ACTIVE
XOBD,XOSL,SGMT,NO,ACTIVE
XOCH,XOCH,OPRT,US,EXPIRED
XODE,XODE,OPRT,UA,ACTIVE
XOFF,XOFF,OPRT,ZZ,ACTIVE
XOME,XOME,OPRT,SE,EXPIRED
XOPV,XSTO,SGMT,SE,EXPIRED
XOSA,XOSL,SGMT,NO,ACTIVE
XOSC,XOSL,SGMT,NO,ACTIVE
XOSD,XOSL,SGMT,NO,ACTIVE
XOSE,XJPX,SGMT,JP,ACTIVE
XOSJ,XJPX,SGMT,JP,ACTIVE
XOSL,XOSL,OPRT,NO,ACTIVE
XOSM,XOSM,OPRT,JP,EXPIRED
XOST,XOST,OPRT,JP,EXPIRED
XOTB,XOTB,OPRT,AT,EXPIRED
XOTC,XOTC,OPRT,US,EXPIRED
XOTP,XOTP,OPRT,HR,ACTIVE
XPAC,ITGL,SGMT,IE,ACTIVE
XPAE,XPAE,OPRT,PS,ACTIVE
XPAL,VIUK,SGMT,GB,ACTIVE
XPAR,XPAR,OPRT,FR,ACTIVE
XPBT,XNAS,SGMT,US,EXPIRED
XPET,XPET,OPRT,RU,ACTIVE
XPHL,XNAS,SGMT,US,ACTIVE
XPHO,XNAS,SGMT,US,ACTIVE
XPHS,XPHS,OPRT,PH,ACTIVE
XPHX,PEEL,SGMT,GB,ACTIVE
XPIC,XPIC,OPRT,RU,ACTIVE
XPIN,UBSA,SGMT,US,EXPIRED
XPLU,XPLU,OPRT,GB,EXPIRED
XPMC,XPAR,SGMT,FR,ACTIVE
XPMS,XIST,SGMT,TR,ACTIVE
XPOL,VIUK,SGMT,GB,ACTIVE
XPOM,XPOM,OPRT,PG,ACTIVE
XPOR,XNAS,SGMT,US,ACTIVE
XPOS,ITGL,SGMT,IE,ACTIVE
XPOT,XEEE,SGMT,DE,EXPIRED
XPOW,XPOW,OPRT,FR,ACTIVE
XPRA,XPRA,OPRT,CZ,ACTIVE
XPRI,XPRI,OPRT,UA,ACTIVE
XPRM,XPRA,SGMT,CZ,ACTIVE
XPSE,XPSE,OPRT,US,EXPIRED
XPSF,XEEE,SGMT,DE,ACTIVE
XPST,XPST,OPRT,HK,ACTIVE
XPSX,XNAS,SGMT,US,ACTIVE
XPTY,XPTY,OPRT,PA,ACTIVE
XPUK,XPUK,OPRT,GB,ACTIVE
XPUS,XPUS,OPRT,US,ACTIVE
XPVT,XLON,SGMT,GB,ACTIVE
XPXE,XPXE,OPRT,CZ,ACTIVE
XQLX,QMTF,SGMT,HU,EXPIRED
XQMH,XSWX,SGMT,CH,ACTIVE
XQOD,XSWX,SGMT,CH,ACTIVE
XQTX,XDUS,SGMT,DE,ACTIVE
XQUI,XQUI,OPRT,EC,ACTIVE
XRAS,XBSE,SGMT,RO,ACTIVE
XRBM,XRBM,OPRT,MY,ACTIVE
XRCB,XRCB,OPRT,AT,EXPIRED
XREP,ROSR,SGMT,CH,ACTIVE
XRFQ,ITGL,SGMT,IE,ACTIVE
XRIO,XRIO,OPRT,BR,EXPIRED
XRIS,XRIS,OPRT,LV,ACTIVE
XRMO,XRMZ,SGMT,CZ,ACTIVE
XRMS,XRMS,OPRT,SK,EXPIRED
XRMZ,XRMZ,OPRT,CZ,ACTIVE
XROS,XROS,OPRT,AR,ACTIVE
XROT,ROSR,SGMT,CH,ACTIVE
XROV,XROV,OPRT,RU,EXPIRED
XROX,XROS,SGMT,AR,ACTIVE
XRPM,XRPM,OPRT,RO,ACTIVE
XRSP,PEEL,SGMT,GB,ACTIVE
XRTR,XRTR,OPRT,DE,EXPIRED
XRUS,XRUS,OPRT,RU,ACTIVE
XSAF,XJSE,SGMT,ZA,ACTIVE
XSAM,XSAM,OPRT,RU,ACTIVE
XSAP,XSAP,OPRT,JP,ACTIVE
XSAT,XSAT,OPRT,SE,ACTIVE
XSAU,XSAU,OPRT,SA,ACTIVE
XSBI,SBIJ,SGMT,JP,ACTIVE
XSBT,XSES,SGMT,SG,ACTIVE
XSC1,XSCO,SGMT,DE,ACTIVE
XSC2,XSCO,SGMT,DE,ACTIVE
XSC3,XSCO,SGMT,DE,ACTIVE
XSCA,XSES,SGMT,SG,ACTIVE
XSCE,XSES,SGMT,SG,ACTIVE
XSCL,XSES,SGMT,SG,EXPIRED
XSCO,XSCO,OPRT,DE,ACTIVE
XSCU,STOX,SGMT,CH,ACTIVE
XSDX,XSWX,SGMT,CH,EXPIRED
XSEB,XSWX,SGMT,CH,ACTIVE
XSEC,XSHE,SGMT,CN,ACTIVE
XSEF,XSEF,OPRT,US,EXPIRED
XSES,XSES,OPRT,SG,ACTIVE
XSFA,XJSE,SGMT,ZA,ACTIVE
XSFE,XASX,SGMT,AU,ACTIVE
XSGA,XSGA,OPRT,FR,ACTIVE
XSGB,XSGB,OPRT,GB,ACTIVE
XSGE,XSGE,OPRT,CN,ACTIVE
XSGL,XSES,SGMT,SG,ACTIVE
XSGO,XSGO,OPRT,CL,ACTIVE
XSHE,XSHE,OPRT,CN,ACTIVE
XSHG,XSHG,OPRT,CN,ACTIVE
XSIB,XSIB,OPRT,RU,ACTIVE
XSIC,XSIC,OPRT,RU,EXPIRED
XSIM,XSES,SGMT,SG,ACTIVE
XSLS,XSWX,SGMT,CH,EXPIRED
XSME,XSME,OPRT,CN,EXPIRED
XSMP,XLDN,SGMT,GB,EXPIRED
XSOM,XSOM,OPRT,BR,EXPIRED
XSOP,XSOP,OPRT,SI,ACTIVE
XSPM,XPAR,SGMT,FR,ACTIVE
XSPS,XSPS,OPRT,FJ,ACTIVE
XSRM,XSRM,OPRT,ES,EXPIRED
XSSC,XSHG,SGMT,CN,ACTIVE
XSSE,XSSE,OPRT,BA,ACTIVE
XSTC,XSTC,OPRT,VN,ACTIVE
XSTE,XSTE,OPRT,UZ,ACTIVE
XSTF,XSTU,SGMT,DE,ACTIVE
XSTM,NFSC,SGMT,US,ACTIVE
XSTO,XSTO,OPRT,SE,ACTIVE
XSTP,XSTU,SGMT,DE,ACTIVE
XSTU,XSTU,OPRT,DE,ACTIVE
XSTV,STOX,SGMT,CH,ACTIVE
XSTX,STOX,SGMT,CH,ACTIVE
XSUR,XSUR,OPRT,ID,EXPIRED
XSVA,XSVA,OPRT,SV,ACTIVE
XSWA,XSWA,OPRT,SZ,ACTIVE
XSWB,XSWB,OPRT,GB,ACTIVE
XSWM,XSWX,SGMT,CH,ACTIVE
XSWO,XSWO,OPRT,CH,EXPIRED
XSWX,XSWX,OPRT,CH,ACTIVE
XTAA,XTAL,SGMT,EE,EXPIRED
XTAD,XTAD,OPRT,TW,EXPIRED
XTAE,XTAE,OPRT,IL,ACTIVE
XTAF,XTAF,OPRT,TW,ACTIVE
XTAI,XTAI,OPRT,TW,ACTIVE
XTAL,XTAL,OPRT,EE,ACTIVE
XTAM,XJPX,SGMT,JP,ACTIVE
XTAR,XTAR,OPRT,EE,EXPIRED
XTEH,XTEH,OPRT,IR,ACTIVE
XTFE,XTFE,OPRT,CA,EXPIRED
XTFF,XTFF,OPRT,JP,ACTIVE
XTFN,XTFN,OPRT,GB,EXPIRED
XTIR,XTIR,OPRT,AL,ACTIVE
XTK1,XJPX,SGMT,JP,ACTIVE
XTK2,XJPX,SGMT,JP,ACTIVE
XTK3,XJPX,SGMT,JP,ACTIVE
XTKA,XTKA,OPRT,JP,EXPIRED
XTKO,XTKO,OPRT,JP,EXPIRED
XTKS,XJPX,SGMT,JP,ACTIVE
XTKT,XJPX,SGMT,JP,ACTIVE
XTLX,XTLX,OPRT,IT,EXPIRED
XTND,XBUD,SGMT,HU,ACTIVE
XTNX,XTSX,SGMT,CA,ACTIVE
XTOE,XTOE,OPRT,CA,EXPIRED
XTPE,XTUP,SGMT,GB,EXPIRED
XTPZ,XISX,SGMT,US,EXPIRED
XTRA,XTRA,OPRT,DK,EXPIRED
XTRD,XTRD,OPRT,US,ACTIVE
XTRN,XTRN,OPRT,TT,ACTIVE
XTRZ,XTRZ,OPRT,HR,ACTIVE
XTSE,XTSE,OPRT,CA,ACTIVE
XTSI,XTSI,OPRT,PL,ACTIVE
XTSX,XTSX,OPRT,CA,ACTIVE
XTUC,XROS,SGMT,AR,ACTIVE
XTUN,XTUN,OPRT,TN,ACTIVE
XTUP,XTUP,OPRT,GB,EXPIRED
XTUR,XTUR,OPRT,TR,EXPIRED
XTXD,XTXD,OPRT,US,ACTIVE
XTXE,XTXE,OPRT,FR,ACTIVE
XTXM,XTXM,OPRT,GB,ACTIVE
XUAX,XUAX,OPRT,UA,ACTIVE
XUBS,XUBS,OPRT,GB,EXPIRED
XUGA,XUGA,OPRT,UG,ACTIVE
XUKR,XUKR,OPRT,UA,ACTIVE
XULA,XULA,OPRT,MN,ACTIVE
XUMP,XUBS,SGMT,GB,EXPIRED
XUNI,XUNI,OPRT,UZ,ACTIVE
XUSE,XUSE,OPRT,IN,ACTIVE
XVAL,BMEX,SGMT,ES,ACTIVE
XVAR,XVAR,OPRT,HR,EXPIRED
XVES,XVES,OPRT,LU,ACTIVE
XVIA,XLIT,SGMT,LT,EXPIRED
XVIE,XWBO,SGMT,AT,ACTIVE
